r,delay,repetition,avgtime,congested,f,informed
190.0,15.0,0.0,1.505803307497404,0.0,0.8,0.8015567605387441
190.0,15.0,1.0,1.4865186636902485,0.0,0.8,0.8001518122588399
190.0,15.0,2.0,1.486776527876118,0.0,0.8,0.8006010764046074
190.0,15.0,3.0,1.507905311665501,0.0,0.8,0.8011180015721897
190.0,15.0,4.0,1.486421650675041,0.0,0.8,0.7989822202676383
190.0,15.0,5.0,1.5287004623533842,0.0,0.8,0.7992192341058372
190.0,15.0,6.0,1.4994921830889048,0.0,0.8,0.7990856683538262
190.0,15.0,7.0,1.518577521015561,0.0,0.8,0.8008943191837763
190.0,15.0,8.0,1.4876177552388108,0.0,0.8,0.7992640016131471
190.0,15.0,9.0,1.4891825319885834,0.0,0.8,0.7995698010329777
190.0,15.0,10.0,1.4886800102995075,0.0,0.8,0.8016062540847619
190.0,15.0,11.0,1.4884533397313895,0.0,0.8,0.7995917493038318
190.0,15.0,12.0,1.4989730772299217,0.0,0.8,0.8002440343660767
190.0,15.0,13.0,1.5071895391068244,0.0,0.8,0.8000176429075512
190.0,15.0,14.0,2.4723124116501167,1.0,0.8,0.8022163434499135
190.0,15.0,15.0,1.5011339843806124,0.0,0.8,0.7972121515189399
190.0,15.0,16.0,1.5216465207079797,0.0,0.8,0.7982196960212334
190.0,15.0,17.0,3.2593014478277604,1.0,0.8,0.7996793065003069
190.0,15.0,18.0,1.507118720542717,0.0,0.8,0.7985089612932376
190.0,15.0,19.0,1.4971369232021352,0.0,0.8,0.7991186883270144
190.0,15.0,20.0,1.5018566374923523,0.0,0.8,0.7989854471942843
190.0,15.0,21.0,1.5000940168725647,0.0,0.8,0.7993900755503125
190.0,15.0,22.0,1.4868649141120764,0.0,0.8,0.798768198490292
190.0,15.0,23.0,1.5042500903515597,0.0,0.8,0.8007377295995182
190.0,15.0,24.0,1.5135275688500032,0.0,0.8,0.8003985761556202
190.0,15.0,25.0,2.0919294779572306,1.0,0.8,0.8007537990269686
190.0,15.0,26.0,1.5043826767290844,0.0,0.8,0.8026719421037475
190.0,15.0,27.0,1.4958911053538197,0.0,0.8,0.7992163560556588
190.0,15.0,28.0,1.4947375381938777,0.0,0.8,0.7974585580187737
190.0,15.0,29.0,1.498948739012045,0.0,0.8,0.7982349475373256
190.0,15.0,30.0,7.7506159528433285,1.0,0.8,0.800863854903647
190.0,15.0,31.0,1.491278547073796,0.0,0.8,0.8013930298399018
190.0,15.0,32.0,1.4991894222955544,0.0,0.8,0.8004140007527286
190.0,15.0,33.0,1.478943271140774,0.0,0.8,0.8003218992053114
190.0,15.0,34.0,11.674828226025229,1.0,0.8,0.8006279120923071
190.0,15.0,35.0,1.5199392512821823,0.0,0.8,0.8012489851995254
190.0,15.0,36.0,1.5130814299273416,0.0,0.8,0.8000427259132664
190.0,15.0,37.0,1.5086259390043733,0.0,0.8,0.7995013090637078
190.0,15.0,38.0,1.5141978321052698,0.0,0.8,0.8020439014029959
