r,delay,repetition,avgtime,congested,f,informed
206.0,5.0,0.0,1.5642361508027336,0.0,0.3,0.3006963143972195
206.0,5.0,1.0,1.5689834420475817,0.0,0.3,0.29909397761591755
206.0,5.0,2.0,1.5721917350677712,0.0,0.3,0.30061700455011076
206.0,5.0,3.0,1.5653273621658321,0.0,0.3,0.29969528162643433
206.0,5.0,4.0,1.5746433255231191,0.0,0.3,0.2985586011342155
206.0,5.0,5.0,1.566354837123608,0.0,0.3,0.3008845360335792
206.0,5.0,6.0,1.5644062707119195,0.0,0.3,0.29729311309856976
206.0,5.0,7.0,1.5618934025372444,0.0,0.3,0.3017302678359801
206.0,5.0,8.0,1.568543739725971,0.0,0.3,0.3017371377005189
206.0,5.0,9.0,1.5690827496279602,0.0,0.3,0.30462726462726464
206.0,5.0,10.0,1.5787999096057728,0.0,0.3,0.29970192501811016
206.0,5.0,11.0,1.5828061034144212,0.0,0.3,0.29774989386291806
206.0,5.0,12.0,1.580769268355177,0.0,0.3,0.2996597192683964
206.0,5.0,13.0,1.570475388989838,0.0,0.3,0.30135226745638133
206.0,5.0,14.0,1.5781525070388907,0.0,0.3,0.2999940852901165
206.0,5.0,15.0,1.5801117302857262,0.0,0.3,0.29871558330967923
206.0,5.0,16.0,1.5657298461340303,0.0,0.3,0.29744503862150923
206.0,5.0,17.0,1.5745941554972365,0.0,0.3,0.29980845177004756
206.0,5.0,18.0,1.573665766389477,0.0,0.3,0.2998022943328322
206.0,5.0,19.0,1.581357341421953,0.0,0.3,0.3008389460002363
206.0,5.0,20.0,1.57129380807495,0.0,0.3,0.3007787112859962
206.0,5.0,21.0,1.5773824319929917,0.0,0.3,0.29933659135443963
206.0,5.0,22.0,1.5719119358241707,0.0,0.3,0.30161081939620943
206.0,5.0,23.0,20.099896101394304,1.0,0.3,0.3000885098165433
206.0,5.0,24.0,1.5757728382813698,0.0,0.3,0.3009480353681025
206.0,5.0,25.0,1.563217915419689,0.0,0.3,0.2975895579268293
