r,delay,repetition,avgtime,congested,f,informed
236.0,0.0,0.0,1.8186101733177755,0.0,0.8,0.8027398110689195
236.0,0.0,1.0,1.8060590998101553,0.0,0.8,0.80284890235299
236.0,0.0,2.0,1.809079963675698,0.0,0.8,0.8008571754719135
236.0,0.0,3.0,1.8355536097062022,0.0,0.8,0.7995915504579586
236.0,0.0,4.0,1.8178758873616263,0.0,0.8,0.7998074673677891
236.0,0.0,5.0,94.25683276530606,1.0,0.8,0.8015474784955304
236.0,0.0,6.0,1.8083028051453507,0.0,0.8,0.8002748984632556
236.0,0.0,7.0,1.829391500189392,0.0,0.8,0.7993384671042432
236.0,0.0,8.0,1.8081637932029815,0.0,0.8,0.7994748051196162
236.0,0.0,9.0,1.8082694107717026,0.0,0.8,0.8011481768813034
236.0,0.0,10.0,1.8175647306232312,0.0,0.8,0.7999399747479974
236.0,0.0,11.0,1.8281471134485119,0.0,0.8,0.8022841932588443
236.0,0.0,12.0,1.8404711903056967,0.0,0.8,0.7978508582143372
236.0,0.0,13.0,1.8212695667318959,0.0,0.8,0.8018323578681777
236.0,0.0,14.0,1.850838488486001,0.0,0.8,0.8007123282047072
236.0,0.0,15.0,1.8425645610121621,0.0,0.8,0.7989862954547791
236.0,0.0,16.0,1.8151937801776943,0.0,0.8,0.8005196633575222
236.0,0.0,17.0,1.8249760641645167,0.0,0.8,0.801621772188464
236.0,0.0,18.0,1.8381674922912539,0.0,0.8,0.8009244960569935
236.0,0.0,19.0,1.824818611365194,0.0,0.8,0.8009521744069564
236.0,0.0,20.0,1.827481342617793,0.0,0.8,0.8019813219132139
236.0,0.0,21.0,1.7952842725006541,0.0,0.8,0.8006156341968158
236.0,0.0,22.0,1.8132838652777277,0.0,0.8,0.8002302283616451
236.0,0.0,23.0,1.8230532492327067,0.0,0.8,0.8011218923684509
236.0,0.0,24.0,11.432185459531043,1.0,0.8,0.8015386251639663
236.0,0.0,25.0,1.8233435396474396,0.0,0.8,0.800256651729812
236.0,0.0,26.0,1.7975521778528893,0.0,0.8,0.8018374749269894
236.0,0.0,27.0,1.808244462278274,0.0,0.8,0.7991252798275433
236.0,0.0,28.0,1.840065349263963,0.0,0.8,0.7999649296530099
236.0,0.0,29.0,1.8475922075713362,0.0,0.8,0.8003347950663942
236.0,0.0,30.0,1.8017293689607172,0.0,0.8,0.8024274417299679
236.0,0.0,31.0,1.816139751342526,0.0,0.8,0.7999029657386475
236.0,0.0,32.0,1.8164437283415602,0.0,0.8,0.8007823819182845
236.0,0.0,33.0,1.8307719925868742,0.0,0.8,0.7998700052616918
236.0,0.0,34.0,1.8323957837638647,0.0,0.8,0.8029665180649366
236.0,0.0,35.0,1.819056102426226,0.0,0.8,0.7987585992861946
236.0,0.0,36.0,1.8090889378746566,0.0,0.8,0.7986309184255562
236.0,0.0,37.0,1.8386613450835243,0.0,0.8,0.7989685927181406
236.0,0.0,38.0,1.8314419446126344,0.0,0.8,0.8006011608623549
236.0,0.0,39.0,1.799217495529772,0.0,0.8,0.8006291005730422
236.0,0.0,40.0,1.8189037324831705,0.0,0.8,0.7992279990065403
236.0,0.0,41.0,1.8086060876151262,0.0,0.8,0.7991263663464724
236.0,0.0,42.0,1.8120777326181916,0.0,0.8,0.8015767231848568
236.0,0.0,43.0,1.819655241385317,0.0,0.8,0.8012788778877887
236.0,0.0,44.0,1.8095837688460137,0.0,0.8,0.802078687232255
236.0,0.0,45.0,1.8226730713998818,0.0,0.8,0.8024062981699306
236.0,0.0,46.0,1.8197385590280022,0.0,0.8,0.7979855371900827
236.0,0.0,47.0,1.8493376509332669,0.0,0.8,0.7999526856061385
236.0,0.0,48.0,1.8186599958296272,0.0,0.8,0.7999896523178808
236.0,0.0,49.0,1.833590827493189,0.0,0.8,0.7996247925535753
236.0,0.0,50.0,1.8148285411138556,0.0,0.8,0.7992818149739502
236.0,0.0,51.0,1.8179309440348492,0.0,0.8,0.800941492938803
236.0,0.0,52.0,1.819401777301402,0.0,0.8,0.7989573655414473
236.0,0.0,53.0,1.812780713333684,0.0,0.8,0.8027811454091414
236.0,0.0,54.0,1.8224037298135065,0.0,0.8,0.7994402503382251
236.0,0.0,55.0,1.8334940998902562,0.0,0.8,0.8002114274461845
236.0,0.0,56.0,1.7944649612200891,0.0,0.8,0.8028492934002123
236.0,0.0,57.0,10.656881727527741,1.0,0.8,0.8012059035277178
236.0,0.0,58.0,1.8223238529515866,0.0,0.8,0.8005334546356794
236.0,0.0,59.0,1.8459942751229763,0.0,0.8,0.7986078168505724
236.0,0.0,60.0,1.8272579749603237,0.0,0.8,0.7997132719996699
236.0,0.0,61.0,1.8093301587106043,0.0,0.8,0.7979842969899111
236.0,0.0,62.0,1.8041362533795708,0.0,0.8,0.7990773377565831
236.0,0.0,63.0,1.7985969662391827,0.0,0.8,0.7991331577528463
236.0,0.0,64.0,18.39104341650239,1.0,0.8,0.798369266733323
236.0,0.0,65.0,1.821542365700101,0.0,0.8,0.8012216242001887
236.0,0.0,66.0,1.8410605951933894,0.0,0.8,0.8014160312020829
236.0,0.0,67.0,1.8340730888623562,0.0,0.8,0.8017848126049814
236.0,0.0,68.0,1.8251348081641674,0.0,0.8,0.8009192641745774
236.0,0.0,69.0,1.8234831988810811,0.0,0.8,0.8010472285622812
236.0,0.0,70.0,1.8089658806763407,0.0,0.8,0.8022681163189929
236.0,0.0,71.0,1.8069772388216,0.0,0.8,0.8008240762788194
236.0,0.0,72.0,1.8399275123810008,0.0,0.8,0.7993179352038443
236.0,0.0,73.0,1.8171726414116731,0.0,0.8,0.7998700320793836
236.0,0.0,74.0,1.8252267879333524,0.0,0.8,0.7979302438470198
236.0,0.0,75.0,1.8294515057996852,0.0,0.8,0.7978298763318309
236.0,0.0,76.0,1.7872327853779417,0.0,0.8,0.7997563971767058
236.0,0.0,77.0,1.82688481860414,0.0,0.8,0.7992309918551288
236.0,0.0,78.0,1.8460561161106432,0.0,0.8,0.7979468611456844
236.0,0.0,79.0,1.8284579874501026,0.0,0.8,0.8020807504752459
236.0,0.0,80.0,1.8420116893600957,0.0,0.8,0.7988343906338645
236.0,0.0,81.0,1.8414146723081284,0.0,0.8,0.7990129182528037
236.0,0.0,82.0,1.8438076308079725,0.0,0.8,0.8004922033337469
236.0,0.0,83.0,1.808847166401903,0.0,0.8,0.8008796771750745
236.0,0.0,84.0,1.8190970407801128,0.0,0.8,0.8012606561611987
236.0,0.0,85.0,1.8009188754719636,0.0,0.8,0.8007107084225182
236.0,0.0,86.0,1.8131319031810897,0.0,0.8,0.8011897987688169
236.0,0.0,87.0,29.287674247848127,1.0,0.8,0.8001623219304196
236.0,0.0,88.0,1.8456231691302998,0.0,0.8,0.7998931777563221
