r,delay,repetition,avgtime,congested,f
70,4,36,1.3287686882025134,False,1
70,4,37,1.3321764952440855,False,1
70,4,38,1.3358878079747816,False,1
70,4,39,1.3270701787121395,False,1
70,4,40,1.3253253482761727,False,1
70,4,41,1.3303315803055136,False,1
70,4,42,1.3347009882325058,False,1
70,4,43,1.3254373913765587,False,1
70,4,44,1.3291385721836524,False,1
70,4,45,1.3324301800027938,False,1
70,4,46,1.3303095187535137,False,1
70,4,47,1.3305055570099227,False,1
70,4,48,1.3270623771784105,False,1
70,4,49,1.3253399614881056,False,1
70,4,50,1.3265377393368873,False,1
70,4,51,1.3250842454570906,False,1
70,4,52,1.3339889469166315,False,1
70,4,53,1.329007724197241,False,1
70,4,54,1.331604743155681,False,1
70,4,55,1.3270290384318522,False,1
70,4,56,1.3231009409913037,False,1
70,4,57,1.3286231679174907,False,1
70,4,58,1.3277100076778838,False,1
70,4,59,1.331004273721409,False,1
70,4,60,1.3293219473371247,False,1
70,4,61,1.325438096476539,False,1
70,4,62,1.3224704988712215,False,1
70,4,63,1.3291814781745124,False,1
70,4,64,1.3348726609131858,False,1
70,4,65,1.3296552726677964,False,1
70,4,66,1.3358333478639604,False,1
70,4,67,1.3300790229957837,False,1
70,4,68,1.3329269579196095,False,1
70,4,69,1.3250581649958197,False,1
70,4,70,1.3236792548138716,False,1
70,4,71,1.333185497687301,False,1
70,4,72,1.324380698369471,False,1
70,4,73,1.3282295241694817,False,1
70,4,74,1.3275723446634715,False,1
70,4,75,1.3177868374384516,False,1
70,4,76,1.3299502967317534,False,1
70,4,77,1.3263506966084397,False,1
70,4,78,1.3228769819405022,False,1
70,4,79,1.3324796777726469,False,1
70,4,80,1.3302144478906406,False,1
70,4,81,1.3374318602860167,False,1
70,4,82,1.3304630666794999,False,1
70,4,83,1.3295897077053975,False,1
70,4,84,1.3330152583449062,False,1
70,4,85,1.3268319585698516,False,1
70,4,86,1.330575428500629,False,1
70,4,87,1.326490364576701,False,1
70,4,88,1.324237143035409,False,1
70,4,89,1.3298362973499052,False,1
70,4,90,1.3239047620887743,False,1
70,4,91,1.3309458100210432,False,1
70,4,92,1.3292300403290975,False,1
70,4,93,1.325774517983089,False,1
70,4,94,1.3333932667254753,False,1
70,4,95,1.3346531570599396,False,1
70,4,96,1.327661340792831,False,1
70,4,97,1.3285378503650485,False,1
70,4,98,1.3338071065105572,False,1
70,4,99,1.3290886896687106,False,1
70,5,0,1.3256369649469724,False,1
70,5,1,1.3253360345427656,False,1
70,5,2,1.3333733401494712,False,1
70,5,3,1.3281265828475928,False,1
70,5,4,1.3240662368561114,False,1
70,5,5,1.332960264079887,False,1
70,5,6,1.3316997520584608,False,1
70,5,7,1.327511009019161,False,1
70,5,8,1.3292282386082301,False,1
70,5,9,1.3272272816133792,False,1
70,5,10,1.3272260019381252,False,1
70,5,11,1.330293832038721,False,1
70,5,12,1.3279655452382773,False,1
70,5,13,1.3290343660041868,False,1
70,5,14,1.3268681805379094,False,1
70,5,15,1.3331082762220816,False,1
70,5,16,1.3252640037919385,False,1
70,5,17,1.328039151292234,False,1
70,5,18,1.3292384538897264,False,1
70,5,19,1.333261025704872,False,1
70,5,20,1.3327374091063366,False,1
70,5,21,1.3307710422385999,False,1
70,5,22,1.3277386117171304,False,1
70,5,23,1.3246452156971982,False,1
70,5,24,1.328556167046923,False,1
70,5,25,1.3308823332390667,False,1
70,5,26,1.3294930790002029,False,1
70,5,27,1.3273226081611755,False,1
70,5,28,1.3298923831331981,False,1
70,5,29,1.3339994004411,False,1
70,5,30,1.3339118117382986,False,1
70,5,31,1.3277029657233965,False,1
70,5,32,1.3241118379597707,False,1
70,5,33,1.326872381996058,False,1
70,5,34,1.3259186410173547,False,1
70,5,35,1.3274942001505632,False,1
70,5,36,1.3337009128423465,False,1
70,5,37,1.3271234802041005,False,1
70,5,38,1.331678896788549,False,1
70,5,39,1.3301529127426068,False,1
70,5,40,1.3285471286895771,False,1
70,5,41,1.3213301656050558,False,1
70,5,42,1.3307469213431249,False,1
70,5,43,1.327933484785463,False,1
70,5,44,1.3338457134897743,False,1
70,5,45,1.3232738635849712,False,1
70,5,46,1.3273528489900284,False,1
70,5,47,1.3239907447549812,False,1
70,5,48,1.3263924829819953,False,1
70,5,49,1.3280069916515687,False,1
70,5,50,1.3289443350007961,False,1
70,5,51,1.3293081349408336,False,1
70,5,52,1.3310357683741079,False,1
70,5,53,1.330463213309008,False,1
70,5,54,1.325787934895631,False,1
70,5,55,1.3355151725608054,False,1
70,5,56,1.3279162166542966,False,1
70,5,57,1.3262303161137203,False,1
70,5,58,1.3305313310941185,False,1
70,5,59,1.3334946203644815,False,1
70,5,60,1.3278632258486924,False,1
70,5,61,1.3252422762746272,False,1
70,5,62,1.3291962777844057,False,1
70,5,63,1.325732602113956,False,1
70,5,64,1.3306688765979346,False,1
70,5,65,1.3317487939608363,False,1
70,5,66,1.3309663648186754,False,1
70,5,67,1.3312886601213967,False,1
70,5,68,1.3296639821196188,False,1
70,5,69,1.3330290433205407,False,1
70,5,70,1.3279496634629817,False,1
70,5,71,1.3305686975482989,False,1
70,5,72,1.329543554911528,False,1
70,5,73,1.3314015858430917,False,1
70,5,74,1.3341719180570704,False,1
70,5,75,1.3268517585632431,False,1
70,5,76,1.336454254424148,False,1
70,5,77,1.328997133034987,False,1
70,5,78,1.323265919089385,False,1
70,5,79,1.3254538387610677,False,1
70,5,80,1.3259358103845134,False,1
70,5,81,1.324625144874719,False,1
70,5,82,1.328393952667849,False,1
70,5,83,1.3256306093616321,False,1
70,5,84,1.3248370794232716,False,1
70,5,85,1.330552130705141,False,1
70,5,86,1.327144707572283,False,1
70,5,87,1.3305536526878408,False,1
70,5,88,1.3301893885680325,False,1
70,5,89,1.3262192497114824,False,1
70,5,90,1.3270555471471874,False,1
70,5,91,1.335434759935629,False,1
70,5,92,1.3310117853524348,False,1
70,5,93,1.3309600427947093,False,1
70,5,94,1.3320998813731515,False,1
70,5,95,1.3309914386688249,False,1
70,5,96,1.330282033057878,False,1
70,5,97,1.3266246265861386,False,1
70,5,98,1.3280134238048946,False,1
70,5,99,1.325098745723008,False,1
70,6,0,1.32574676236816,False,1
70,6,1,1.3236701305948217,False,1
70,6,2,1.33317187462376,False,1
70,6,3,1.328201064066924,False,1
70,6,4,1.333736409178823,False,1
70,6,5,1.325287540810662,False,1
70,6,6,1.3317202931401095,False,1
70,6,7,1.3215849020256205,False,1
70,6,8,1.3260126665483731,False,1
70,6,9,1.3263082099830952,False,1
70,6,10,1.3299984147042407,False,1
70,6,11,1.3340473161217796,False,1
70,6,12,1.3256341079502516,False,1
70,6,13,1.3340951179004557,False,1
70,6,14,1.3276010104900178,False,1
70,6,15,1.3291190810119387,False,1
70,6,16,1.3276751648802636,False,1
70,6,17,1.3282122027459613,False,1
70,6,18,1.331044072927819,False,1
70,6,19,1.327269089692315,False,1
70,6,20,1.3350534816005015,False,1
70,6,21,1.3328263863203598,False,1
70,6,22,1.3264583907304177,False,1
70,6,23,1.3301036605051926,False,1
70,6,24,1.3288309366674347,False,1
70,6,25,1.329125370956525,False,1
70,6,26,1.3310562091263045,False,1
70,6,27,1.3338087154403713,False,1
70,6,28,1.3246762570011708,False,1
70,6,29,1.3299260368143082,False,1
70,6,30,1.3302950101299764,False,1
70,6,31,1.3304619224898366,False,1
70,6,32,1.322910195669859,False,1
70,6,33,1.333303793471187,False,1
70,6,34,1.327641155952525,False,1
70,6,35,1.3279287694233133,False,1
70,6,36,1.3353855165411326,False,1
70,6,37,1.3275782738696686,False,1
70,6,38,1.3305460191193028,False,1
70,6,39,1.329065841940497,False,1
70,6,40,1.322551373501896,False,1
70,6,41,1.3368066730481558,False,1
70,6,42,1.3292024718431354,False,1
70,6,43,1.3228891887250105,False,1
70,6,44,1.331301925394246,False,1
70,6,45,1.3264611881827428,False,1
70,6,46,1.3265346287686073,False,1
70,6,47,1.336307768580042,False,1
70,6,48,1.327289358173213,False,1
70,6,49,1.3223822304773798,False,1
70,6,50,1.328140653148633,False,1
70,6,51,1.3389892464645707,False,1
70,6,52,1.327188009632289,False,1
70,6,53,1.3327934569371,False,1
70,6,54,1.3276555546204651,False,1
70,6,55,1.3237225131685884,False,1
70,6,56,1.326599558552079,False,1
70,6,57,1.3295078318791365,False,1
70,6,58,1.3258532180172358,False,1
70,6,59,1.3241563844839093,False,1
70,6,60,1.3259855731503634,False,1
70,6,61,1.3268750307376251,False,1
70,6,62,1.3307563928475674,False,1
70,6,63,1.3289651701838676,False,1
70,6,64,1.3295773903190418,False,1
70,6,65,1.3269925597769228,False,1
70,6,66,1.3274112477636257,False,1
70,6,67,1.3269179103893398,False,1
70,6,68,1.3312021420615343,False,1
70,6,69,1.328458566929893,False,1
70,6,70,1.325668280150359,False,1
70,6,71,1.328488925718221,False,1
70,6,72,1.3341935829958915,False,1
70,6,73,1.3241041121185446,False,1
70,6,74,1.3259134047542658,False,1
70,6,75,1.3325033514155935,False,1
70,6,76,1.3366733636437986,False,1
70,6,77,1.3309025734623519,False,1
70,6,78,1.3280496434069913,False,1
70,6,79,1.3289549596521235,False,1
70,6,80,1.3254635472255634,False,1
70,6,81,1.3251648593705847,False,1
70,6,82,1.3275470549822634,False,1
70,6,83,1.329085971778906,False,1
70,6,84,1.3223024603636155,False,1
70,6,85,1.3239926001550717,False,1
70,6,86,1.3286880495484708,False,1
70,6,87,1.3290584136061148,False,1
70,6,88,1.3289628764070758,False,1
70,6,89,1.332880487429017,False,1
70,6,90,1.3286363890611823,False,1
70,6,91,1.3239696972227815,False,1
70,6,92,1.330887724155,False,1
70,6,93,1.3262674795251115,False,1
70,6,94,1.3307365633658206,False,1
70,6,95,1.3303800373548877,False,1
70,6,96,1.3284325135244919,False,1
70,6,97,1.3296281659827842,False,1
70,6,98,1.330322187002418,False,1
70,6,99,1.3276647062873461,False,1
70,7,0,1.3339277735963178,False,1
70,7,1,1.3324261182768942,False,1
70,7,2,1.3296172481356492,False,1
70,7,3,1.328092607442562,False,1
70,7,4,1.3302501922868049,False,1
70,7,5,1.3297222491307295,False,1
70,7,6,1.331668943101521,False,1
70,7,7,1.3300447896156005,False,1
70,7,8,1.3270960591302103,False,1
70,7,9,1.3289249728726305,False,1
70,7,10,1.3280983480941624,False,1
70,7,11,1.3205180145876658,False,1
70,7,12,1.3269268446170428,False,1
70,7,13,1.3277726354546329,False,1
70,7,14,1.3280103776392245,False,1
70,7,15,1.3277611794253221,False,1
70,7,16,1.3345880657081093,False,1
70,7,17,1.3224385067503595,False,1
70,7,18,1.3299224695577894,False,1
70,7,19,1.3249104412870605,False,1
70,7,20,1.3261728735291916,False,1
70,7,21,1.3220293482361185,False,1
70,7,22,1.3280445796407598,False,1
70,7,23,1.3350255499588801,False,1
70,7,24,1.3284320611447828,False,1
70,7,25,1.3230265711254374,False,1
70,7,26,1.3296910148197432,False,1
70,7,27,1.3263529400479452,False,1
70,7,28,1.3201284620547595,False,1
70,7,29,1.330115868336022,False,1
70,7,30,1.3325635549757247,False,1
70,7,31,1.3260439538239446,False,1
70,7,32,1.3243804596634037,False,1
70,7,33,1.3191264949493513,False,1
70,7,34,1.3361939452157319,False,1
70,7,35,1.3331825519840437,False,1
70,7,36,1.3294026841833853,False,1
70,7,37,1.332234701547573,False,1
70,7,38,1.3280129368621298,False,1
70,7,39,1.3332027503913293,False,1
70,7,40,1.3284064043485584,False,1
