r,delay,repetition,avgtime,congested,f,informed
206.0,5.0,0.0,1.5647626550646097,0.0,0.2,0.19979032142772046
206.0,5.0,1.0,1.5558963189172685,0.0,0.2,0.20058136057514026
206.0,5.0,2.0,1.5666120268459314,0.0,0.2,0.19993329998332499
206.0,5.0,3.0,1.5815363244860072,0.0,0.2,0.1976863480383486
206.0,5.0,4.0,1.5753623908259242,0.0,0.2,0.19978510113235173
206.0,5.0,5.0,1.5816216654852722,0.0,0.2,0.19864826543151526
206.0,5.0,6.0,1.576254783551786,0.0,0.2,0.20210223995668397
206.0,5.0,7.0,2.653964297735257,1.0,0.2,0.20028939151625924
206.0,5.0,8.0,1.574487402618885,0.0,0.2,0.19963217845277645
206.0,5.0,9.0,1.5673291929166584,0.0,0.2,0.20037646056042901
206.0,5.0,10.0,1.5599060644875287,0.0,0.2,0.19908118208543102
206.0,5.0,11.0,1.5698272486642726,0.0,0.2,0.20073117923356326
206.0,5.0,12.0,1.5714040006054575,0.0,0.2,0.1998645630375897
206.0,5.0,13.0,1.5704303410038087,0.0,0.2,0.20072728995652844
206.0,5.0,14.0,1.580022227835258,0.0,0.2,0.20092310598012134
206.0,5.0,15.0,1.5720791311244642,0.0,0.2,0.2045255612594923
206.0,5.0,16.0,1.5781080107112226,0.0,0.2,0.2034086348936572
206.0,5.0,17.0,1.563605176219601,0.0,0.2,0.1988825883922615
206.0,5.0,18.0,1.5650288012304154,0.0,0.2,0.2021214676850345
206.0,5.0,19.0,1.5751862016331852,0.0,0.2,0.19979407552930872
206.0,5.0,20.0,1.578284536669356,0.0,0.2,0.20195173882185946
206.0,5.0,21.0,9.00614401675497,1.0,0.2,0.20353722385391393
206.0,5.0,22.0,1.5742758646103272,0.0,0.2,0.19866052939853984
206.0,5.0,23.0,1.5648170375393469,0.0,0.2,0.20159441124404473
206.0,5.0,24.0,1.5770511207107873,0.0,0.2,0.2001894612196566
206.0,5.0,25.0,1.5665468975507808,0.0,0.2,0.1988081759132352
206.0,5.0,26.0,1.5815348635843798,0.0,0.2,0.1993048461150057
206.0,5.0,27.0,1.563275305755785,0.0,0.2,0.19927480051050228
206.0,5.0,28.0,4.438388272534088,1.0,0.2,0.20237303738556744
206.0,5.0,29.0,5.919921441751267,1.0,0.2,0.19852067811251484
206.0,5.0,30.0,1.574294183664789,0.0,0.2,0.20189326511605973
206.0,5.0,31.0,1.570576884995303,0.0,0.2,0.20141526737430035
206.0,5.0,32.0,1.5605696280724943,0.0,0.2,0.20069797634503378
206.0,5.0,33.0,1.580637080233114,0.0,0.2,0.20052838912084542
206.0,5.0,34.0,1.5834537441302075,0.0,0.2,0.20096055131397283
206.0,5.0,35.0,1.568773491980907,0.0,0.2,0.19983909705050695
206.0,5.0,36.0,1.5701838581819387,0.0,0.2,0.20030204654370756
206.0,5.0,37.0,2.5755637275671064,1.0,0.2,0.19858095156352817
206.0,5.0,38.0,1.5671285085241593,0.0,0.2,0.20095699489284521
206.0,5.0,39.0,1.558210390774233,0.0,0.2,0.20039930122285998
206.0,5.0,40.0,1.577729317171797,0.0,0.2,0.20150952296715607
206.0,5.0,41.0,1.5684122228086153,0.0,0.2,0.19915359721184964
206.0,5.0,42.0,1.5701079672332874,0.0,0.2,0.19968907981866946
206.0,5.0,43.0,1.5712471043857195,0.0,0.2,0.19889149435088468
206.0,5.0,44.0,1.5804548020958455,0.0,0.2,0.2001888016992153
206.0,5.0,45.0,1.5631468739027117,0.0,0.2,0.19837270528811218
206.0,5.0,46.0,1.5755437288082061,0.0,0.2,0.1992550549840369
206.0,5.0,47.0,1.552121132029514,0.0,0.2,0.19913052825186017
206.0,5.0,48.0,1.5725819106810628,0.0,0.2,0.2007247237733159
206.0,5.0,49.0,1.5860388230234992,0.0,0.2,0.1983475910170741
206.0,5.0,50.0,1.5763997642817704,0.0,0.2,0.20035184660432606
206.0,5.0,51.0,1.582912027197327,0.0,0.2,0.20074867446831124
206.0,5.0,52.0,1.5674585448152694,0.0,0.2,0.19943860147811257
206.0,5.0,53.0,1.5713062593982035,0.0,0.2,0.200146618897284
206.0,5.0,54.0,6.154987623566918,1.0,0.2,0.20128457739450856
206.0,5.0,55.0,1.579818344220506,0.0,0.2,0.20006357204242844
206.0,5.0,56.0,1.5609287622915724,0.0,0.2,0.20029311187103077
206.0,5.0,57.0,6.571459727764009,1.0,0.2,0.19875583203732503
206.0,5.0,58.0,1.5707450792564228,0.0,0.2,0.19984622663827775
206.0,5.0,59.0,1.5706784690437254,0.0,0.2,0.1997460754416982
206.0,5.0,60.0,1.571358868012912,0.0,0.2,0.19899211478034032
206.0,5.0,61.0,1.5682691662600683,0.0,0.2,0.20096413512104988
206.0,5.0,62.0,1.5853819278878045,0.0,0.2,0.20147379590874256
206.0,5.0,63.0,1.582486679648418,0.0,0.2,0.19751017759159833
206.0,5.0,64.0,1.5627961822415326,0.0,0.2,0.20181109473784284
206.0,5.0,65.0,14.558248787973945,1.0,0.2,0.2029362348987919
206.0,5.0,66.0,1.5648226604005815,0.0,0.2,0.19761535455912477
206.0,5.0,67.0,1.5668262675295885,0.0,0.2,0.20109593600304296
206.0,5.0,68.0,1.5722335129198115,0.0,0.2,0.19860048627171914
206.0,5.0,69.0,1.5731324376440312,0.0,0.2,0.19988397423754498
206.0,5.0,70.0,1.572571293478026,0.0,0.2,0.19941508696733248
206.0,5.0,71.0,1.583611537120775,0.0,0.2,0.20211212884692364
206.0,5.0,72.0,2.1432509443533707,1.0,0.2,0.19826791277258568
206.0,5.0,73.0,1.5647223437120303,0.0,0.2,0.1998930227029597
206.0,5.0,74.0,1.572765170993662,0.0,0.2,0.19805682772984934
206.0,5.0,75.0,21.24315764423512,1.0,0.2,0.19743007098473728
206.0,5.0,76.0,1.5767734340157065,0.0,0.2,0.197144406715714
206.0,5.0,77.0,1.5793897307303348,0.0,0.2,0.20161128133539968
206.0,5.0,78.0,1.5720048115186152,0.0,0.2,0.20204724782598393
206.0,5.0,79.0,1.5681363510117152,0.0,0.2,0.20120958638799444
206.0,5.0,80.0,1.5655652509962317,0.0,0.2,0.199793476712719
206.0,5.0,81.0,1.576994328211199,0.0,0.2,0.19792294332399957
206.0,5.0,82.0,1.5760919218525153,0.0,0.2,0.20011826621725504
206.0,5.0,83.0,1.5733400146279595,0.0,0.2,0.19999053635223696
206.0,5.0,84.0,1.5746929519993362,0.0,0.2,0.1987014679573001
206.0,5.0,85.0,1.5846914744646747,0.0,0.2,0.19965138738399207
206.0,5.0,86.0,1.5698278845037719,0.0,0.2,0.20114915350420884
206.0,5.0,87.0,1.579000571768835,0.0,0.2,0.19998819292756362
206.0,5.0,88.0,1.5796935084180093,0.0,0.2,0.203759833001144
206.0,5.0,89.0,1.57251981169964,0.0,0.2,0.20151222917726686
206.0,5.0,90.0,1.5725552262777678,0.0,0.2,0.1987081842549624
206.0,5.0,91.0,1.5733403771462249,0.0,0.2,0.1981437744045005
206.0,5.0,92.0,1.5708966820255514,0.0,0.2,0.20095404938330058
206.0,5.0,93.0,1.5653497978499602,0.0,0.2,0.19981901745529015
206.0,5.0,94.0,1.5754571270707851,0.0,0.2,0.1983074486443042
206.0,5.0,95.0,1.572318816598943,0.0,0.2,0.2016818683208597
206.0,5.0,96.0,1.5724619015735775,0.0,0.2,0.19904187366926898
206.0,5.0,97.0,1.5710388863975406,0.0,0.2,0.20125135305522845
206.0,5.0,98.0,1.5627817991843316,0.0,0.2,0.1987176442650202
206.0,5.0,99.0,1.555105713525504,0.0,0.2,0.2002120789696298
208.0,5.0,0.0,1.5811830202667603,0.0,0.2,0.20084586466165413
208.0,5.0,1.0,1.5855657973491608,0.0,0.2,0.2001684348426187
208.0,5.0,2.0,23.96237367096737,1.0,0.2,0.2012994011054147
208.0,5.0,3.0,1.5957887558498,0.0,0.2,0.20192330108404244
208.0,5.0,4.0,1.581864804332964,0.0,0.2,0.200928825247159
208.0,5.0,5.0,1.5938538992017206,0.0,0.2,0.2003833970380241
208.0,5.0,6.0,1.5813911931381548,0.0,0.2,0.19991998023040985
208.0,5.0,7.0,1.5861010977373788,0.0,0.2,0.19954096210595343
208.0,5.0,8.0,1.5925628637373828,0.0,0.2,0.20034469417185466
208.0,5.0,9.0,1.5935918837886585,0.0,0.2,0.201366667838766
